event_id,object_id,qualifier
e749,0090040487,subsequent document
e749,0005002018,preceding document
e750,0090040487,subsequent document
e750,0005002018,preceding document
e751,0090040487,subsequent document
e751,0087000026,preceding document
e752,0090040487,subsequent document
e752,0087000026,preceding document
e1108,2300027000,subsequent document
e1108,0005002019,preceding document
e1109,0005002019,preceding document
e1109,4900005691,subsequent document
e1110,0087000027,preceding document
e1110,2300027000,subsequent document
e1111,0087000027,preceding document
e1111,4900005691,subsequent document
e3306,0090040488,subsequent document
e3306,0005002019,preceding document
e3307,0090040488,subsequent document
e3307,0005002019,preceding document
e3308,0090040488,subsequent document
e3308,0087000027,preceding document
e3309,0090040488,subsequent document
e3309,0087000027,preceding document
e1070,0005002020,preceding document
e1070,2300028000,subsequent document
e1071,4900005692,subsequent document
e1071,0005002020,preceding document
e1072,0087000028,preceding document
e1072,2300028000,subsequent document
e1073,4900005692,subsequent document
e1073,0087000028,preceding document
e3310,0005002020,preceding document
e3310,0090040489,subsequent document
e3311,0005002020,preceding document
e3311,0090040489,subsequent document
e3312,0087000028,preceding document
e3312,0090040489,subsequent document
e3313,0087000028,preceding document
e3313,0090040489,subsequent document
e1440,2300029000,subsequent document
e1440,0005002021,preceding document
e1441,4900005693,subsequent document
e1441,0005002021,preceding document
e1442,2300029000,subsequent document
e1442,0087000029,preceding document
e1443,4900005693,subsequent document
e1443,0087000029,preceding document
e3314,0005002021,preceding document
e3314,0090040490,subsequent document
e3315,0005002021,preceding document
e3315,0090040490,subsequent document
e3316,0087000029,preceding document
e3316,0090040490,subsequent document
e3317,0087000029,preceding document
e3317,0090040490,subsequent document
e1444,2300031000,subsequent document
e1444,0005002023,preceding document
e1445,0005002023,preceding document
e1445,4900005694,subsequent document
e1446,0087000031,preceding document
e1446,2300031000,subsequent document
e1447,0087000031,preceding document
e1447,4900005694,subsequent document
e3378,0090040491,subsequent document
e3378,0005002023,preceding document
e3379,0090040491,subsequent document
e3379,0005002023,preceding document
e3380,0087000031,preceding document
e3380,0090040491,subsequent document
e3381,0087000031,preceding document
e3381,0090040491,subsequent document
e1074,2300032000,subsequent document
e1074,0005002024,preceding document
e1075,0005002024,preceding document
e1075,4900005695,subsequent document
e1076,2300032000,subsequent document
e1076,0087000032,preceding document
e1077,0087000032,preceding document
e1077,4900005695,subsequent document
e3382,0005002024,preceding document
e3382,0090040492,subsequent document
e3383,0005002024,preceding document
e3383,0090040492,subsequent document
e3384,0087000032,preceding document
e3384,0090040492,subsequent document
e3385,0087000032,preceding document
e3385,0090040492,subsequent document
e870,2300033000,subsequent document
e870,0005002025,preceding document
e871,4900005696,subsequent document
e871,0005002025,preceding document
e872,0087000033,preceding document
e872,2300033000,subsequent document
e873,0087000033,preceding document
e873,4900005696,subsequent document
e3386,0090040493,subsequent document
e3386,0005002025,preceding document
e3387,0090040493,subsequent document
e3387,0005002025,preceding document
e3388,0090040493,subsequent document
e3388,0087000033,preceding document
e3389,0090040493,subsequent document
e3389,0087000033,preceding document
e557,2300034000,subsequent document
e557,0005002026,preceding document
e558,0005002026,preceding document
e558,4900005697,subsequent document
e559,2300034000,subsequent document
e559,0087000034,preceding document
e560,0087000034,preceding document
e560,4900005697,subsequent document
e3491,0090040494,subsequent document
e3491,0005002026,preceding document
e3492,0090040494,subsequent document
e3492,0005002026,preceding document
e3493,0090040494,subsequent document
e3493,0087000034,preceding document
e3494,0090040494,subsequent document
e3494,0087000034,preceding document
e1112,0005002027,preceding document
e1112,2300035000,subsequent document
e1113,4900005698,subsequent document
e1113,0005002027,preceding document
e1114,2300035000,subsequent document
e1114,0087000035,preceding document
e1115,4900005698,subsequent document
e1115,0087000035,preceding document
e1525,0005002027,preceding document
e1525,0090040495,subsequent document
e1526,0005002027,preceding document
e1526,0090040495,subsequent document
e1527,0087000035,preceding document
e1527,0090040495,subsequent document
e1528,0087000035,preceding document
e1528,0090040495,subsequent document
e1078,2300036000,subsequent document
e1078,0005002028,preceding document
e1079,4900005699,subsequent document
e1079,0005002028,preceding document
e1080,2300036000,subsequent document
e1080,0087000036,preceding document
e1081,4900005699,subsequent document
e1081,0087000036,preceding document
e1141,0090040496,subsequent document
e1141,0005002028,preceding document
e1142,0090040496,subsequent document
e1142,0005002028,preceding document
e1143,0090040496,subsequent document
e1143,0087000036,preceding document
e1144,0090040496,subsequent document
e1144,0087000036,preceding document
e1082,2300037000,subsequent document
e1082,0005002029,preceding document
e1083,0005002029,preceding document
e1083,4900005700,subsequent document
e1084,2300037000,subsequent document
e1084,0087000037,preceding document
e1085,0087000037,preceding document
e1085,4900005700,subsequent document
e1529,0005002029,preceding document
e1529,0090040497,subsequent document
e1530,0005002029,preceding document
e1530,0090040497,subsequent document
e1531,0087000037,preceding document
e1531,0090040497,subsequent document
e1532,0087000037,preceding document
e1532,0090040497,subsequent document
e561,0005002030,preceding document
e561,2300038000,subsequent document
e562,0005002030,preceding document
e562,4900005701,subsequent document
e563,0087000038,preceding document
e563,2300038000,subsequent document
e564,0087000038,preceding document
e564,4900005701,subsequent document
e1533,0005002030,preceding document
e1533,0090040498,subsequent document
e1534,0005002030,preceding document
e1534,0090040498,subsequent document
e1535,0087000038,preceding document
e1535,0090040498,subsequent document
e1536,0087000038,preceding document
e1536,0090040498,subsequent document
e3427,2300039000,subsequent document
e3427,0005002031,preceding document
e3428,0005002031,preceding document
e3428,4900005702,subsequent document
e3429,2300039000,subsequent document
e3429,0087000039,preceding document
e3430,0087000039,preceding document
e3430,4900005702,subsequent document
e1537,0005002031,preceding document
e1537,0090040499,subsequent document
e1538,0005002031,preceding document
e1538,0090040499,subsequent document
e1539,0087000039,preceding document
e1539,0090040499,subsequent document
e1540,0087000039,preceding document
e1540,0090040499,subsequent document
e1448,2300040000,subsequent document
e1448,0005002032,preceding document
e1449,0005002032,preceding document
e1449,4900005703,subsequent document
e1450,2300040000,subsequent document
e1450,0087000040,preceding document
e1451,4900005703,subsequent document
e1451,0087000040,preceding document
e1145,0005002032,preceding document
e1145,0090040500,subsequent document
e1146,0005002032,preceding document
e1146,0090040500,subsequent document
e1147,0090040500,subsequent document
e1147,0087000040,preceding document
e1148,0090040500,subsequent document
e1148,0087000040,preceding document
e1043,2300041000,subsequent document
e1043,0005002033,preceding document
e1044,4900005704,subsequent document
e1044,0005002033,preceding document
e1045,2300041000,subsequent document
e1045,0087000041,preceding document
e1046,4900005704,subsequent document
e1046,0087000041,preceding document
e501,0005002033,preceding document
e501,0090040501,subsequent document
e502,0005002033,preceding document
e502,0090040501,subsequent document
e503,0087000041,preceding document
e503,0090040501,subsequent document
e504,0087000041,preceding document
e504,0090040501,subsequent document
e3495,0005002034,preceding document
e3495,2300042000,subsequent document
e3496,4900005705,subsequent document
e3496,0005002034,preceding document
e3497,2300042000,subsequent document
e3497,0087000042,preceding document
e3498,4900005705,subsequent document
e3498,0087000042,preceding document
e505,0005002034,preceding document
e505,0090040502,subsequent document
e506,0005002034,preceding document
e506,0090040502,subsequent document
e507,0087000042,preceding document
e507,0090040502,subsequent document
e508,0087000042,preceding document
e508,0090040502,subsequent document
e3499,0005002035,preceding document
e3499,2300043000,subsequent document
e3500,4900005706,subsequent document
e3500,0005002035,preceding document
e3501,2300043000,subsequent document
e3501,0087000043,preceding document
e3502,4900005706,subsequent document
e3502,0087000043,preceding document
e509,0090040503,subsequent document
e509,0005002035,preceding document
e510,0090040503,subsequent document
e510,0005002035,preceding document
e511,0090040503,subsequent document
e511,0087000043,preceding document
e512,0090040503,subsequent document
e512,0087000043,preceding document
e874,2300044000,subsequent document
e874,0005002036,preceding document
e875,4900005707,subsequent document
e875,0005002036,preceding document
e876,2300044000,subsequent document
e876,0087000044,preceding document
e877,4900005707,subsequent document
e877,0087000044,preceding document
e513,0090040504,subsequent document
e513,0005002036,preceding document
e514,0090040504,subsequent document
e514,0005002036,preceding document
e515,0090040504,subsequent document
e515,0087000044,preceding document
e516,0090040504,subsequent document
e516,0087000044,preceding document
e1047,0005002037,preceding document
e1047,2300045000,subsequent document
e1048,0005002037,preceding document
e1048,4900005708,subsequent document
e1049,0087000045,preceding document
e1049,2300045000,subsequent document
e1050,0087000045,preceding document
e1050,4900005708,subsequent document
e1149,0090040505,subsequent document
e1149,0005002037,preceding document
e1150,0090040505,subsequent document
e1150,0005002037,preceding document
e1151,0087000045,preceding document
e1151,0090040505,subsequent document
e1152,0087000045,preceding document
e1152,0090040505,subsequent document
e1452,0005002038,preceding document
e1452,2300046000,subsequent document
e1453,0005002038,preceding document
e1453,4900005709,subsequent document
e1454,0087000046,preceding document
e1454,2300046000,subsequent document
e1455,0087000046,preceding document
e1455,4900005709,subsequent document
e1153,0005002038,preceding document
e1153,0090040506,subsequent document
e1154,0005002038,preceding document
e1154,0090040506,subsequent document
e1155,0087000046,preceding document
e1155,0090040506,subsequent document
e1156,0087000046,preceding document
e1156,0090040506,subsequent document
e955,0005002039,preceding document
e955,2300047000,subsequent document
e956,4900005710,subsequent document
e956,0005002039,preceding document
e957,0087000047,preceding document
e957,2300047000,subsequent document
e958,4900005710,subsequent document
e958,0087000047,preceding document
e517,0005002039,preceding document
e517,0090040507,subsequent document
e518,0005002039,preceding document
e518,0090040507,subsequent document
e519,0087000047,preceding document
e519,0090040507,subsequent document
e520,0087000047,preceding document
e520,0090040507,subsequent document
e959,2300048000,subsequent document
e959,0005002040,preceding document
e960,4900005711,subsequent document
e960,0005002040,preceding document
e961,2300048000,subsequent document
e961,0087000048,preceding document
e962,4900005711,subsequent document
e962,0087000048,preceding document
e521,0090040508,subsequent document
e521,0005002040,preceding document
e522,0090040508,subsequent document
e522,0005002040,preceding document
e523,0090040508,subsequent document
e523,0087000048,preceding document
e524,0090040508,subsequent document
e524,0087000048,preceding document
e878,2300049000,subsequent document
e878,0005002041,preceding document
e879,4900005712,subsequent document
e879,0005002041,preceding document
e880,0087000049,preceding document
e880,2300049000,subsequent document
e881,0087000049,preceding document
e881,4900005712,subsequent document
e525,0090040509,subsequent document
e525,0005002041,preceding document
e526,0090040509,subsequent document
e526,0005002041,preceding document
e527,0090040509,subsequent document
e527,0087000049,preceding document
e528,0090040509,subsequent document
e528,0087000049,preceding document
e1541,0090040510,subsequent document
e1541,0000019175,preceding document
e1542,0090040510,subsequent document
e1542,0080018973,preceding document
e3390,0000019194,preceding document
e3390,0090040511,subsequent document
e3391,0080018981,preceding document
e3391,0090040511,subsequent document
e3392,0090040512,subsequent document
e3392,0000019168,preceding document
e3393,0090040512,subsequent document
e3393,0080018968,preceding document
e1543,0090040513,subsequent document
e1543,0005000029,preceding document
e1544,0090040513,subsequent document
e1544,0087000003,preceding document
e807,0000019165,preceding document
e807,0090040514,subsequent document
e808,0080018958,preceding document
e808,0090040514,subsequent document
e809,0090040515,subsequent document
e809,0000019155,preceding document
e810,0090040515,subsequent document
e810,0080018954,preceding document
e299,0020000277,preceding document
e299,0000019214,subsequent document
e529,0000019222,preceding document
e529,4900005821,subsequent document
e530,0000019222,preceding document
e530,4900005821,subsequent document
e531,3048999000,subsequent document
e531,0000019222,preceding document
e532,3048999001,subsequent document
e532,0000019222,preceding document
e533,0000019222,preceding document
e533,3048999002,subsequent document
e534,0000019222,preceding document
e534,3048999003,subsequent document
e963,3048999004,subsequent document
e963,0000019222,preceding document
e964,0000019222,preceding document
